type,subtype,date,site,location,city,region,accident_type
Injury & Riddor,E - No Lost Time Personal Injury,17/10/2013 17:20,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,01/08/2013 14:15,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,04/11/2013 12:10,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,13/02/2013 17:35,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,D - Lost Time (3 days or less),05/12/2013 13:10,Bradford Schools FM,General,Bradford,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,10/12/2013 16:00,Bradford Schools FM,In depot / yard,Bradford,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,20/03/2013 07:45,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,M-Contact with electricity or electrical discharge
Injury & Riddor,B - RIDDOR Specified Injury,08/07/2013 13:15,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,08/07/2013 13:15,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,08/07/2013 13:15,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,08/07/2013 13:15,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,08/07/2013 13:15,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,08/07/2013 13:15,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,18/01/2013 14:00,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,M-Contact with electricity or electrical discharge
Injury & Riddor,E - No Lost Time Personal Injury,18/10/2013 07:15,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,09/10/2013 17:30,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,28/03/2013 13:15,Bradford Schools FM,General,Bradford,Yorkshire and the Humbler,O-Violence or attack
Injury & Riddor,C - Lost Time 4 to 7 Days,24/12/2013 11:55,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,C - Lost Time 4 to 7 Days,24/12/2013 11:55,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,C - Lost Time 4 to 7 Days,24/12/2013 11:55,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,C - Lost Time 4 to 7 Days,24/12/2013 11:55,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,C - Lost Time 4 to 7 Days,24/12/2013 11:55,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,C - Lost Time 4 to 7 Days,24/12/2013 11:55,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,R - Non Work Related Incident,14/05/2013 14:00,Bradford Schools FM,Outdoors (not highway or railway),Bradford,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,19/04/2013 17:00,Bradford Schools FM,General,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,23/08/2013 14:00,Bradford Schools FM,General,Bradford,Yorkshire and the Humbler,T - Litter / waste picking incident
Injury & Riddor,E - No Lost Time Personal Injury,02/09/2013 14:49,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,03/11/2013 10:15,Bradford Schools FM,General,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,02/07/2013 16:30,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,04/04/2014 16:00,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,01/11/2013 17:40,Bradford Schools FM,General,Bradford,Yorkshire and the Humbler,H-Fall from a height
Injury & Riddor,R - Non Work Related Incident,14/05/2013 08:00,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,13/09/2013 11:45,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,26/06/2013 16:15,Bradford Schools FM,General,Bradford,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,07/02/2014 08:50,Bradford Schools FM,In office / building,Bradford,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,07/04/2014 08:30,Bradford Schools FM,General,Bradford,Yorkshire and the Humbler,J-Exposure or contact with a harmful substance
Injury & Riddor,E - No Lost Time Personal Injury,04/02/2014 11:05,Bradford Schools FM,General,Bradford,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,25/03/2013 15:45,Bradford Schools ICT,In office / building,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,R - Non Work Related Incident,18/03/2013 15:30,Bradford Schools ICT,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,11/06/2013 12:00,Bradford Schools ICT,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,11/04/2013 07:55,Bradford Schools ICT,In office / building,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,28/10/2015 16:35,United Utilities - Waste Water,In depot / yard,Winnington,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - RIDDOR Over 7 Days,28/10/2015 16:35,United Utilities - Waste Water,In depot / yard,Winnington,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,21/07/2015 00:00,HWRC - Wisbech,In depot / yard,Wisbech,East,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,08/07/2014 14:00,UK Power Networks - OHL,Outdoors (not highway or railway),Wisbech,East,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,30/08/2016 13:10,Amey Public Services LLP,On highway,Wishaw,Scotland,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,13/11/2013 13:10,Severn Trent - Meter Installations - External Mete,In depot / yard,Worcester,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,10/06/2014 08:55,Woodvale Primary School,In office / building,City of London,London,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,08/10/2014 11:30,Woodvale Primary School,In office / building,City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,08/10/2014 11:30,Woodvale Primary School,In office / building,City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,30/11/2016 00:15,Area 7,On highway,Woolfox,East Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,21/09/2016 13:30,United Utilities - Clean Water,In depot / yard,Workington,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,12/02/2016 00:00,Worle Court,In office / building,Worle,South West,J-Exposure or contact with a harmful substance
Injury & Riddor,E - No Lost Time Personal Injury,23/08/2016 00:00,Worle Court,In office / building,Worle,South West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,09/09/2016 10:50,ASC 6 Operations,General,Wothorpe,East  ,D-Struck against something fixed or stationary
Injury & Riddor,C - Lost Time 4 to 7 Days,18/06/2015 00:00,Bristol Courts,In office / building,Bristol,South West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,25/10/2013 12:15,Bristol Courts,General,Bristol,South West,O-Violence or attack
Injury & Riddor,E - No Lost Time Personal Injury,07/11/2013 09:30,Bristol Courts,In depot / yard,Bristol,South West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,31/10/2013 10:45,Bristol Courts,In office / building,Bristol,South West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,14/08/2013 12:20,Bristol Courts,In office / building,Bristol,South West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,23/02/2014 15:40,Bristol Courts,In office / building,Bristol,South West,P-Other
Injury & Riddor,R - Non Work Related Incident,27/09/2013 14:25,Bristol Courts,In office / building,Bristol,South West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,04/04/2013 08:30,Bristol Courts,In depot / yard,Bristol,South West,A-Contact with moving machinery
Injury & Riddor,E - No Lost Time Personal Injury,09/07/2013 09:51,Bristol Courts,In office / building,Bristol,South West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,30/09/2013 11:28,Bristol Courts,In office / building,Bristol,South West,O-Violence or attack
Injury & Riddor,E - No Lost Time Personal Injury,28/05/2013 14:40,Bristol Courts,In depot / yard,Bristol,South West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,02/04/2013 08:15,Bristol Courts,In office / building,Bristol,South West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,07/10/2015 13:10,Bristol Courts,In office / building,Bristol,South West,P-Other
Injury & Riddor,R - Non Work Related Incident,04/02/2016 00:00,Bristol Courts,Outdoors (not highway or railway),Bristol,South West,P-Other
Injury & Riddor,R - Non Work Related Incident,05/02/2016 12:49,Bristol Courts,Outdoors (not highway or railway),Bristol,South West,P-Other
Injury & Riddor,R - Non Work Related Incident,29/01/2016 10:13,Bristol Courts,Outdoors (not highway or railway),Bristol,South West,P-Other
Injury & Riddor,D - Lost Time (3 days or less),03/05/2016 10:51,Bristol Courts,In office / building,Bristol,South West,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,10/02/2015 13:55,Bristol Courts,In office / building,Bristol,South West,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,18/09/2014 09:30,Bristol Courts,In office / building,Bristol,South West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,29/06/2016 10:00,Bristol Courts,In office / building,Bristol,South West,P-Other
Injury & Riddor,R - Non Work Related Incident,02/12/2013 08:10,Bristol Courts,General,Bristol,South West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,10/08/2015 00:00,Wrexham Highways,On highway,Wrexham,Wales,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,10/12/2014 20:30,Wrexham Highways,On highway,Wrexham,Wales,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,17/01/2013 11:50,Broomhouse/St Josephs Primary,In office / building,Edinburgh,Scotland,D-Struck against something fixed or stationary
Injury & Riddor,K - Road Traffic Accident With Injury,28/11/2014 00:00,BSMHT,On highway,Birmingham,West Midlands,C-Struck by a moving vehicle
Injury & Riddor,R - Non Work Related Incident,16/06/2015 09:30,BSMHT,Outdoors (not highway or railway),Birmingham,West Midlands,
Injury & Riddor,K - Road Traffic Accident With Injury,10/10/2016 16:30,BSMHT,On highway,Birmingham,West Midlands,C-Struck by a moving vehicle
Injury & Riddor,R - Non Work Related Incident,25/06/2014 13:12,Buttershaw Business & Ent Col Phase 1,In office / building,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,10/01/2014 13:45,Calderdale,On highway,Bradford,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,15/07/2015 14:00,Camb - Alconbury Waste Transfer Site,At customer's site,Cambridge,East,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,23/01/2015 12:00,Camb - Alconbury Waste Transfer Site,At customer's site,Cambridge,East,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,06/11/2013 08:30,Camb - Alconbury Waste Transfer Site,On site,Cambridge,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,13/03/2015 06:30,Camb - Alconbury Waste Transfer Site,On site,Cambridge,East,T - Litter / waste picking incident
Injury & Riddor,E - No Lost Time Personal Injury,10/12/2014 07:10,Camb - Alconbury Waste Transfer Site,On site,Cambridge,East,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,06/05/2015 07:30,Camb - Alconbury Waste Transfer Site,At customer's site,Cambridge,East,D-Struck against something fixed or stationary
Close Call or Near Miss,I - Close Call,01/02/2013 13:55,Camb - Alconbury Waste Transfer Site,,Cambridge,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,28/05/2014 09:20,Camb - Alconbury Waste Transfer Site,On site,Cambridge,East,P-Other
